suggesting,maybe you should go see a counselor for help.
wishing,"congratulations, i hope you get a raise."
wishing,good luck.
consoling,"well, i hope you have a lot of fun in contact with nature"
suggesting,oh sorry i thought maybe you got a pet.
questioning,were they having a big wedding or a small one?
encouraging,hopefully you got a refund.
agreeing,"that is very nice to have around, what kind of food"
sympathizing,"im sorry to hear that, is he going to the doctor for help?"
sympathizing,"sorry, i hope they apologized for that"
suggesting,"well, i am working my way up to taking a flight across the oceans perhaps one where i'm in a plane in the sky for over 8 hours."
encouraging,i hope you can fix it!
questioning,when is the due date?
agreeing,hopefully you didn't have any electronics with you... that would be my worst nightmare!
sympathizing,sorry to hear that
agreeing,that is awesome.
suggesting,if it's your relative i think that everything should work out for good.
agreeing,i can understand why you felt so nervous.
suggesting,maybe you received a gift your brother always secretly wish he had!
wishing,congratulations.
questioning,how many days to go then?
wishing,oh congratulations!
acknowledging,the meaningfulness is definitely something you can never replace.
questioning,do they play any instruments?
encouraging,"they are, i hope yours behaves better in time"
suggesting,"hmmm, maybe that's because you ate it and you've got a sugar rush."
encouraging,"i hope the little guy made it, too!"
wishing,congratulations!
wishing,good luck
suggesting,maybe you should pursue a singing career :)
acknowledging,i understand how that goes
suggesting,"well, you could always have left."
agreeing,oh that is freaking awesome!
encouraging,it will get better with time.
wishing,congratulations!
encouraging,"my apartment won't allow, but we are moving soon i hope to get a cat."
consoling,i hope he gets it together soon
suggesting,"maybe there's something that can be worked out, since you just purchased it."
sympathizing,hahaha sorry i just assumed you were 5 years old or something.
wishing,good luck to you!
suggesting,maybe it is your imagination.the were probably catching up.
acknowledging,me neither.
questioning,who got in?
wishing,"i wish you the best of luck, study hard and you'll do well!"
encouraging,i hope no one got hurt.
suggesting,maybe you can get a promotion if you get it all done.
agreeing,"nice, it all starts with determination first."
consoling,"awesome, i hope it is all worth it"
wishing,good luck with your new position.
wishing,good luck!
questioning,"i am so sorry to hear about your dog, did you rescue her?"
acknowledging,me too!
encouraging,well hopefully you can get together with them again soon.
questioning,do you paint your face and buy everything from your favorite team?
questioning,is she somewhere safe though?
wishing,"sounds like you prepared well, congratulations!"
acknowledging,"i know thats right, i dont know how they survived without electric"
questioning,maybe it was a thunderstorm forming?
agreeing,sounds like a good time!
wishing,good luck!
questioning,"i've never had to do it before, have you?"
questioning,was it fun?
questioning,are you going to see them again soon?
wishing,congratulations.
agreeing,"oh, that sucks, best of luck finding a good laptop!"
encouraging,i hope it works out!
sympathizing,i am so sorry!
suggesting,maybe you should do a party at your house and invite all the neighbours
suggesting,"yes, i think people that work these jobs should call in sick when they are not in a mood."
wishing,"congratulations on getting it all paid off, your wallet is gonna thank you!"
suggesting,maybe pray and she will hear you.
agreeing,it is nice to have those memories
agreeing,sounds like the good old days seemed more relaxing and care free.
suggesting,maybe you should give him a call?
sympathizing,i'm sorry to hear that.
questioning,what did you try?
wishing,i wish you good luck.
sympathizing,i'm so sorry to hear that.
wishing,"i hate heights so rollercoasters arent my thing, good luck with that"
suggesting,maybe explore some other options and see how you feel.
agreeing,for me it's pretty bad.
wishing,good luck!
agreeing,i must have been so cool to see that!
suggesting,maybe you can get her a gift and some sweets to make up for it?
acknowledging,i know that must have been so disappointing!
suggesting,maybe they are collectors items now.
sympathizing,"i'm sorry, i'm sure you find one soon."
suggesting,well were they trying to sell something maybe?
sympathizing,"i am sorry to hear that, i hope you are able to succeed eventually!"
wishing,well good luck with that
wishing,i wish you the best of luck!
wishing,happy birthday !!!
sympathizing,sorry to hear.
suggesting,maybe someone found her and took her in.
acknowledging,i know the feeling i had my grandmother gone for 5 years now still miss her.
suggesting,maybe he misplaced it.
suggesting,"sorry to hear that, maybe one day you entire family can get along"
consoling,i hope you get the job
encouraging,wow i hope it all works out soon
wishing,"that's great, congratulations"
wishing,"well, that is a bit different, but good luck!"
sympathizing,sorry to hear that!
agreeing,yeah i suppose i would be too.
agreeing,"that's nice, i plan on having 10 kids."
acknowledging,"i'd definitely talk to her about why you didn't allow her to go to that party, and maybe she'll realize that what you're doing is for her own good."
acknowledging,i know the feelings i had up until my 20's.
sympathizing,sorry to hear.
encouraging,i hope it goes well.
sympathizing,"awe, i am sorry to hear that."
wishing,good luck!
agreeing,oh awesome!
encouraging,hopefully they are thinking of you.
sympathizing,"oh, i am sorry to hear that, maybe next time!"
acknowledging,"even more so when i know the people from my best friend's work so when i can't be involved, its hard."
sympathizing,"oh, no, i'm sorry to hear that."
acknowledging,"i understand, i hope you do something special with it then!"
wishing,good luck!
consoling,i hope she gets you something you like!
questioning,maybe you can win again sometime?
acknowledging,aw i know that feeling since i had a big brother.
agreeing,thats great its always good to plan ahead
questioning,what are you doing now?
acknowledging,i'm sure that is definitely not true.
agreeing,"wow, that was super nice of him."
agreeing,i moved last year and it's both fun and scary at the same time
acknowledging,i know pets are just like family.
agreeing,that's awesome.
agreeing,that sounds fun.
questioning,were either of them injured?
questioning,is there another class you can apply for?
questioning,did he go home with you?
encouraging,"well i hope you two can talk it out, express your feelings and work it out together!"
acknowledging,"exactly you got it, they will make their mistakes."
consoling,that is something i hope to do one day as well.
sympathizing,"yeah that's too bad, sorry to hear that."
sympathizing,i'm sorry you fell i hope you're not hurt!
suggesting,perhaps i can go buy a car on the website one day!
wishing,"wow, congratulations!"
encouraging,"ah man, that's a bummer, hopefully she isn't too mad and will forgive you!"
suggesting,maybe your dog has learned it's lesson.
sympathizing,"i am sorry about it, did she move close by or to another town?"
suggesting,maybe it'll workout and they'll try to be nicer.
questioning,is her cat microchipped?
agreeing,that is great.
suggesting,i would think maybe it would relieve some stress if you could do it from your house
agreeing,sounds like a bribe is in order.
consoling,hopefully soon.
encouraging,"i hope you continue to adjust to your new surroundings, maybe you will end up loving dallas, who knows!"
consoling,i hope you do well then
questioning,are you sure it wasn't a 44 magnum?
sympathizing,oh wow im sorry to hear that.
agreeing,oh how nice!
suggesting,maybe you can talk to your dad about it.
questioning,that sounds fun how long has it been since you have seen her?
sympathizing,i'm sorry!
wishing,congratulations to her!
sympathizing,i'm so sorry - how awful for you.
sympathizing,"sorry to hear that, my brother has a drinking problem too, and has kids, i love him but at this point we are more focused on the kids , i tell him if you get locked up who is gonna raise the girls , of course we are but still they need a father"
encouraging,hopefully she will come around.
wishing,good luck!
encouraging,i hope we never sell my grandmas home.
suggesting,"am sorry, maybe you should wait until they are restocked"
agreeing,i bet that was fun
consoling,"that is good, i hope nothing went wrong"
agreeing,yeah that must have been a trip down memory lane.
agreeing,it'd be cool if she made it to the stage where she could play the world cup..
questioning,did you kick her to the curb?
encouraging,i hope you get a breather from that.
acknowledging,i know he'll make every effort possible to be with you.
sympathizing,i'm so sorry to hear that.
agreeing,well that would be great.
suggesting,maybe you should take a different class.
questioning,"awh that does sweet of you, what kind of pet is it?"
suggesting,maybe he will move closer to you soon.
agreeing,awesome!
questioning,what did the note say?
suggesting,i think you should just show up anyway
consoling,i hope your insurance does too!
sympathizing,i am sorry.
encouraging,oh gosh yeah be careful...i hope it stops raining soon :(
sympathizing,"wow i am so sorry to hear that, my grandmother passed from cancer about 10 years ago"
consoling,"i'm glad you find you life partner , and i hope everything goes the way you guys planned !"
acknowledging,"you're right, it is so rewarding to stand back and see everything clean once you are done."
agreeing,i bet that was really heartwarming.
consoling,that's great i hope you get it!
consoling,i hope you can reciprocate by sending her a birthday message  when it's time for it so she knows you care for her
encouraging,i hope your toe is feeling better!
consoling,i hope you remain friends.
acknowledging,i agree!
sympathizing,"i am sorry, they are sweet animals"
suggesting,maybe a bubble bath too.
wishing,"oh that sounds interesting, good luck"
acknowledging,yea i 100% agree with that.
consoling,i hope you can find another job soon.
wishing,wishing you all the best!
questioning,what happened?
acknowledging,i know how that goes.
wishing,congratulations.
acknowledging,"yes, i agree."
encouraging,i hope she grows out of it eventually.
wishing,i wish you all the luck!
questioning,what breed is it?
suggesting,maybe you should have someone go down with you.
encouraging,"oh no, i hope you find him."
questioning,you guys hang out a lot?
encouraging,hopefully you guys are better now!
suggesting,maybe you can try and go fishing with them or something?
encouraging,ah i hope it turns out well for you
suggesting,maybe she should have just quit!
questioning,what kind?
encouraging,i hope it turns out well for you
consoling,i hope you guys have a lot of fun!
agreeing,nevermind being embarassed i would have been mad and hungry!
agreeing,that was very nice of you!
wishing,congratulations!
wishing,that is sad i wish you and your family the best of wishes
wishing,congratulations!
acknowledging,i know that feeling
questioning,what was a snake doing there?
agreeing,"well, something must have gone wrong somehow, i think you should talk to your vet doctor"
agreeing,oh that's pretty cool...is it full grown or still a baby
consoling,"best of luck to you, i hope everything works out great in the end!"
consoling,thats awesome i bet she will too!
questioning,how long ago was that?
suggesting,but maybe you can view it as you being more mindful and responsible with your money.
wishing,congratulations!
consoling,whoa i hope you guys have a great honeymoon.
suggesting,maybe its time to instill a little discipline.
encouraging,it will get better
encouraging,i hope he stops soon.
agreeing,cool.
sympathizing,sorry to hear about that.
agreeing,that is great to hear!
questioning,what was in that burrito?
sympathizing,i am sorry that someone did that to you..
wishing,"congratulations, that's great!"
suggesting,"maybe video chat them a bit more, talk to them daily to let them feel your presence"
sympathizing,im sorry to hear that sometimes people grow apart.
agreeing,that sounds great.
wishing,good luck!
acknowledging,i understand they can live a really long time.
acknowledging,i agree.
encouraging,i hope everything turns out well and wish you the best of luck
sympathizing,sorry to hear that.
questioning,"i feel that way every day almost, did you ever end up doing it?"
consoling,i hope you enjoyed the food..
suggesting,maybe they will take the hint?
acknowledging,"and you're right, i probably shouldn't have brought up getting another one so soon, it just sounded like you'd be a good owner, since you seem like you care so much."
questioning,"oh wow, that is a huge life event then, best of luck?"
encouraging,things will get better soon.
encouraging,i hope you would be able to find a new one as a replacement for your favorite dining place
encouraging,i hope you can find a different animal companion!
questioning,did you apologize to him?
consoling,congratulations i hope you like it
acknowledging,omg i know!
questioning,"that is good, how long have you been married?"
suggesting,"maybe you should grab one and get some friends or family involved, for old time's sake."
wishing,i wish you a happy marriage!
questioning,when did that happen?
consoling,i hope you're well prepared!
acknowledging,"oh, okay, i believe i know what you are talking about now."
sympathizing,"well, i just have to say how sorry i am that you had to let he go."
sympathizing,"im sorry to hear that, how old was the pet?"
acknowledging,"exactly, and since they don't burn the body turns it into fat to burn later or something like that i think."
suggesting,you could always try sushi bowls.
consoling,i hope it does and you can keep going there!
encouraging,but i hope you are doing okay!
acknowledging,"not exactly the same situation, though."
suggesting,maybe you will find a better apportunity to get there
questioning,for college?
acknowledging,yes i agree
acknowledging,"i know, it's like it's not that hard to just put them in an ash tray or put it out and throw it in a trash can."
suggesting,"now that i think of it, it most likely is the reason why; maybe she doesn't even think of it as a mean act and maybe means no harm by it."
agreeing,that sounds like a lot of fun.
questioning,"thats awesome, were they for school or for fun?"
acknowledging,oh me too.
acknowledging,"hjow do you put up with it , i know i could not do it."
suggesting,who knows maybe he is a pervert
wishing,"oh, congratulations!"
suggesting,maybe retirement!
consoling,i hope you're able to get everything out of the trip that you want to
acknowledging,i know.
questioning,have you ever been there before?
consoling,thats great i hope you get it !
suggesting,maybe tomorrow morning you should wake them up super early as a surprise.
suggesting,maybe he was not watching where he was going
acknowledging,"my dog is also like family to me, so i understand."
sympathizing,i'm so sorry!
questioning,"oh no, did it take you a long time to figure out what the issue was?"
wishing,congratulations!
encouraging,"it's rough now, but it will get better!"
sympathizing,aw i'm sorry.
encouraging,i hope they do well!
encouraging,i hope that never happens again.
acknowledging,i agree.
suggesting,"that's sad, maybe you were meant to be with your ex though."
questioning,what game did you play?
agreeing,that sounds fun!
acknowledging,i know the feeling.
consoling,well i hope that makes him better
questioning,are you done growing?
acknowledging,i know that you will do well
agreeing,sounds amazing!
agreeing,you must have felt really happy!
consoling,i hope it's for the best
sympathizing,"oh, i'm sorry."
wishing,good luck
agreeing,that sounds like a really cool idea.
acknowledging,i understand.
sympathizing,i am very sorry for your loss.
sympathizing,sorry to say.
encouraging,i hope that the pain fades with time.
acknowledging,"i agree, second chances are awesome."
wishing,congratulations.
acknowledging,"i agree, it is good to have something to look forward to."
sympathizing,i'm so sorry.
consoling,"but i hope you have a lot of fun, especially since your husband went through so much effort."
wishing,good luck
wishing,"well good luck, here's to a wonderful life together for you two!"
consoling,"one day when you are successful, i hope you pass your good luck forward!"
sympathizing,i am so sorry to hear that.
wishing,well congratulations!
suggesting,maybe having some private time will be a benefit if you look on the brighter side of it.
consoling,wow yes they do they must be stress free and have good genes to look so young hopefully the kids don't disturb you though lol.
encouraging,i hope whatever it is you're waiting for improves your life.
wishing,good luck to you all.
questioning,is it the traffic or driving that gives you anxiety?
questioning,did he get you?
consoling,"well, hopefully their friendlier mood will last a while."
sympathizing,i am so sorry you had to go through that!
sympathizing,"well, i'm sorry you did not enjoy it"
wishing,"congratulations to all of you - him for working so hard and passing, and you for being so patient and understanding."
consoling,i hope you have fun.
questioning,what kind of job is it
encouraging,i hope you still found a great home!
acknowledging,i know exactly what you mean!
agreeing,"that sounds super fun, i love florida and orlando its quite awesome."
wishing,i wish you had a higher self-esteem.
wishing,"thats awesome , and happy birthday !!"
consoling,"he deserves it, i hope he is going to the college that he wants to go to, all that hard work should pay off for him!"
encouraging,i hope you're able to tough it out.
acknowledging,yes i agree.
wishing,all the best for your exams!
questioning,"where you just use cash and put money in an envelope, when it's gone, it's gone, nothing left to spend."
acknowledging,okay now i understand...
questioning,how can someone do that to someone with someone so close?
questioning,don't rush or settle and i am sure you will find something perfect.
encouraging,i hope they can take it back for you.
agreeing,that's great!
agreeing,that is exciting and scary all at the same time
agreeing,that's awesome!
agreeing,well cool!
acknowledging,"oh, i will and i know just where i'll wear it - there's a new restaurant just opened i want to try out."
consoling,oh no i hope she's ok!
agreeing,nice!
wishing,good luck.
encouraging,i hope everything works out great for you guys!
suggesting,maybe not lol
acknowledging,i know where this is going lol
wishing,congratulations!
encouraging,i hope you guys get along and squash beef?
acknowledging,i understand.
suggesting,maybe it would be a good thing to get a therapist so that you have someone that can help you through it.
encouraging,"thats really a bummer then, i hope you can get them back together."
agreeing,"that's awesome, it's nice to feel loved."
questioning,have you talked to him about it?
suggesting,wow maybe you need to get some sort of bark device  that stops them from barking!
suggesting,or maybe it was written in the stars.
questioning,is it because of the shootings?
consoling,i hope they are as well.
suggesting,"someone a little closer, perhaps?"
agreeing,that would make me so mad!
questioning,did you improve
wishing,"congratulations, she must be a quick one, i was always the slow one at the back of the pack."
agreeing,sounds like you did a great job raising him.
questioning,how old are you?
consoling,"i hope you do get that perfect score, you deserve it after all!"
acknowledging,"i agree, that was a really scary one!"
consoling,i bet these next few days will fly by
consoling,i hope you have a good time!
encouraging,i hope they can fix your glasses.
questioning,any gf or bf?
wishing,congratulations and i'm sure you will do fine.
suggesting,maybe next time it will be better or try another way to travel that is better.
wishing,congratulations.
consoling,i hope you achieve what you set out to do
suggesting,maybe then she will mind her own business.
agreeing,that must have been exciting.
questioning,will you get a divorce now?
encouraging,"i hope you can work it out with them, but if not maybe finding another job that is a bit more accomodating would be beneficial."
questioning,dont give up tho!
suggesting,maybe this year will be their year.
agreeing,that's great!
questioning,how exciting for you.
questioning,have you been studying?
agreeing,i see.
acknowledging,i wouldn't let it bother you even though i know thats easier said than done.
suggesting,maybe you and the other tenets can lobby for additional parking somehow?
encouraging,i hope you're able to cover all of it.
questioning,how long ago did this occur?
acknowledging,"oh my goodness, that sounds absolutely terrifying."
wishing,good luck
questioning,do you have any leads on who might've stolen it?
agreeing,he was a cool character.
consoling,i bet you'll have a little extra power now
questioning,why not?!!
acknowledging,i know the anciptation of giving big presentations.
questioning,do you guys still spend the holidays together?
acknowledging,me neither.
encouraging,hopefully it will go on sale in the future or you can find a coupon!
sympathizing,"sorry about that,you might think of moving to somewhere more safe."
suggesting,"i agree, but maybe you should be a little less aggressive"
consoling,i hope you got a good deal on it.
wishing,i wish you a lot of luck in regaining your muscles back!
wishing,oh good luck!
consoling,i hope that you are getting better!
encouraging,i hope everything goes okay!
wishing,congratulations!
sympathizing,i'm sorry to heard that.
encouraging,i hope everything goes well but i'm sure it will.
agreeing,that's awesome.
sympathizing,"oh im so sorry, please don't worry, i know it's tough but i learned that death is only a beginning not the end"
consoling,"great, i hope they are not just a good interviewer, but a good worker as well!"
acknowledging,"i agree, nothing like seeing them smile and have fun!"
encouraging,it will get better.
wishing,good luck staying away from the dark.
consoling,i hope you get the job.
encouraging,i hope he does soon!
agreeing,that is a scary thing to witness.
sympathizing,i am so sorry to hear that.
questioning,were you planning on buying?
questioning,what is your favorite thing to do in the bahamas?
acknowledging,"oh yes, i understand, i had no choice either."
encouraging,i hope that never happens again.
wishing,congratulations!
questioning,have you checked your sugar lately?
acknowledging,"exactly, take care of her."
acknowledging,"i know what you mean, i long for the day when mine grow up and go away to college."
agreeing,that is very nice.
encouraging,hopefully that will be the last one you run over.
questioning,only ten?
sympathizing,i am sorry.
acknowledging,oh yea i know what you mean
wishing,congratulations what type of work will you be doing?
questioning,what else do you see besides lioins?
encouraging,hopefully you will see great returns this year
encouraging,i hope that doesn't happen.
encouraging,i hope they caught the person who almost hit you.
acknowledging,i know.
encouraging,"well at least they have each other, and hopefully they will grow more social together"
sympathizing,"oh man, so sorry dude."
acknowledging,i know it is hard to see loved ones sick.
consoling,i hope you get it.
sympathizing,sorry to hear that.
questioning,what was it?
suggesting,maybe she tried to bring some warm strings in relationship with you
encouraging,i hope he stops really soon - or you can figure out how to cut the power off on his side - lol!
suggesting,maybe if there's a hot dog one i can enter it too.
encouraging,hopefully it's not for too long so you guys can get back to being a trio
consoling,i hope so.
wishing,good luck in your next storm!
wishing,congratulations!
acknowledging,i agree.
acknowledging,definitely look into your rights as an accepted student who was counting on that and made all your plans around it.
acknowledging,it definitely can't hurt.
agreeing,nice!
wishing,i'm really happy for you guys and wish you the best!
encouraging,i hope your not devastated about this.
acknowledging,i can agree.
sympathizing,sorry to hear that.
consoling,i hope you named them!
questioning,what are some of your favorites?
suggesting,well maybe give it a little tlc and there you go
questioning,did you at least get it back?
suggesting,"just start moving more, and maybe join an exercise class."
consoling,"thats good,  i bet she will have such a fun time."
acknowledging,i know what you mean!
agreeing,that's a scary thing to happen.
consoling,i hope to feel that content someday!
suggesting,maybe now you will be able to get the back payments too.
questioning,have you tried that?
sympathizing,i am sorry that you had to go through that.
suggesting,maybe you should have picked up a sewing kit at the grocery store to try to fix the jeans also - lol!
suggesting,maybe it was just a misunderstanding.
agreeing,that is so awesome.
sympathizing,i'm sorry to hear that.
consoling,i hope you have fun.
questioning,you didn't have anyone to go with?
wishing,i wish you very good luck on whatever you decide to do!
acknowledging,oh me too!!!!
agreeing,"so, that's great you don't!"
suggesting,"perhaps next time the bill arrives, say something like, ""ok, so that's $25 each"" and take out $25 and put it on the table."
consoling,i hope they do and everything is ok
agreeing,"i need to start playing too , that would be awesome"
agreeing,that must have been so relaxing!
questioning,that bad huh?
consoling,i bet you two will have a great time together.
encouraging,"things can always get better, just remember her and honor her the best that you can."
suggesting,maybe it went better than you thought!
acknowledging,"yes, i agree."
consoling,"exactly, hopefully you found a new hobby."
consoling,i hope he enjoys it!
wishing,good luck!
acknowledging,"i understand that completely, i still have a bit of time to wait"
suggesting,maybe you shouldn't do that again.
questioning,do you get to see her often?
encouraging,i hope so to get you paid or at least keep a strong relationship so in the future you can work with them again.
agreeing,nice!
wishing,good luck.
agreeing,that's great.
suggesting,maybe next time just get a tutor instead of cheating!
questioning,did you keep it?
suggesting,maybe to a dog park also.
sympathizing,"im sorry, i have been there before too many times."
acknowledging,"it can always happen with pets and it is a drag to clean, i know."
questioning,what do you have on?
agreeing,sounds like an amazing day honestly... i hope tomorrow goes the same for you.
questioning,"oh my, how did you manage to get out of that situation?"
acknowledging,i definitely understand that feeling.
wishing,well congratulations!
suggesting,maybe next time have a huge meal before you start baking.
acknowledging,me too.
agreeing,that's great.
suggesting,"maybe i should get my kids a dog for christmas, i know it would be a great choice for them."
consoling,i hope it goes well for you!
questioning,"that is true, but why the air nikes?"
wishing,wow congratulations!
acknowledging,i agree!
wishing,"well congratulations, spoil yourself with it!"
wishing,congratulations to you both.
agreeing,that's pretty nice that you would help her out like that.
suggesting,"even i love anime and i stopped watching tv a few years ago, maybe i shall return."
encouraging,"i hope things get better for you, you seem to be a good soul."
consoling,i hope it's a better experience by the pier than mine.
consoling,i hope she gets it!
questioning,have you complained?
suggesting,maybe just take it slow
agreeing,well that sounds like fun to me.
suggesting,there not a lot we can do.maybe presure the local politicians
wishing,happy birthday!
questioning,where were they
consoling,i hope you got them big discounts before you ordered them!
suggesting,maybe you can find a new investment that will give great returns and you can recoup what you lost.
acknowledging,yeah me too.
agreeing,and also very nice of your sister.
sympathizing,"sorry to hear that, what happened?"
wishing,i wish you the best in dealing with this.
agreeing,that sounds really childish of him lol
wishing,happy birthday!
encouraging,oh i hope she got better
agreeing,that is so nice!
wishing,just keep working hard and good luck!
encouraging,i hope you filed a complaint with the restaurant!
consoling,hopefully you can teach your friend to copy your behavior!
acknowledging,i hope you get to buy a new home too.
consoling,i hope you're coming back into a great school.
acknowledging,i agree.
agreeing,wow that's pretty bad parenting.
encouraging,i hope you get to take breaks to go see your cat on the weekends :(
questioning,when will she be returning?
agreeing,hawaii seems like a beautiful place!
encouraging,hopefully you can get it dismissed.
wishing,well congratulations!
encouraging,"hopefully, they are completely fine with your needs."
wishing,that is very good luck you had.
agreeing,i can understand that.
sympathizing,im sorry to hear that
consoling,i hope he feels better and you could be there for him too!
sympathizing,sorry - i mashed the keyboard.
questioning,did you buy anything else?
acknowledging,absolutely.
wishing,"wow, congratulations!"
questioning,did you end up getting a ticket?
suggesting,maybe you should talk with him and let him know how serious of an issue it is to you.
agreeing,that sounds awesome.
agreeing,that sounds horrible.
sympathizing,i am so sorry.
questioning,what are her plans now?
acknowledging,i know.
agreeing,that's awesome!
sympathizing,oh i'm sorry.
wishing,congratulations on the new place!
consoling,i bet you will have a great time
consoling,"yeah, hopefully they will hire more women soon"
suggesting,"oh that is a bummer, maybe you can around work as it's worth it :)"
acknowledging,i know it can be disappointing.
consoling,i hope everything turns out good for you two!
sympathizing,oh man i am so sorry.
consoling,i hope it's a good year for our favorite teams.
wishing,good luck
acknowledging,i know what you mean.
consoling,i hope you ace that test!
consoling,"awesome, i hope you have a great time at the concert."
wishing,congratulations on making a plan and sticking with it.
questioning,are you handling him being gone okay?
wishing,good luck!
wishing,congratulations!
encouraging,"i hope you call the cops on them, so they can go to jail for animal abuse."
wishing,well i wish you good luck on that one!
suggesting,im more scared about them biting me.. maybe one day ill be as brave as you.
encouraging,i hope you do too.
questioning,have you ever been?
questioning,what caused the accident?
agreeing,i bet place that is so big you can't go through it all in one day
acknowledging,"i have a very hard time focusing on what i'm reading, so it can definitely slow down the learning process."
encouraging,i hope everything turned out well at the end of it!
wishing,"ooh congratulations, what for?"
suggesting,i think you should complain to hr.
consoling,i hope you guys put off a great show.
wishing,omg congratulations!
suggesting,maybe your husband should tell him.
questioning,"was it a long time ago, or did you graduate recently?"
consoling,i hope your trip goes smoothly!
sympathizing,"i sorry to hear that, i hope you get it back."
sympathizing,"yes you are, i'm sorry to hear about you losing them."
sympathizing,im sorry.
sympathizing,i'm sorry for your loss.
acknowledging,all people are the same.i understand why you feel ver sad and i guess frustrated too
acknowledging,i know.
agreeing,"your an outstanding mate and great friend, she must have had a hard time my child hood friend died in a car crash and i felt dead inside for a long time"
encouraging,hopefully it won't be anything too serious and more cut and dry decision.
suggesting,maybe she has too much on her plate?
encouraging,well i hope your wants come to fruition .
encouraging,"wow thats great, i hope you are able to do that"
agreeing,"you guys sound like great grand kids, i bet she wholeheartedly appreciated it."
encouraging,i hope he is back now.
consoling,i hope you have a good time.
encouraging,i hope you find one soon.
encouraging,i hope it gets easier for you as he gets older.
suggesting,well maybe you can reschedule and do something even more fun
questioning,do you like it?
wishing,congratulations!
acknowledging,me too
agreeing,oh that does sound terrible.
agreeing,that's awesome that you had such a great support network to help you.
questioning,did they just not care?
encouraging,i hope you receive more flowers in the future from your loved ones.
consoling,i hope he is able to fix it for you.
agreeing,oh cool!
consoling,yeah hopefully you do pretty well at least.
acknowledging,that is absolutely amazing!
encouraging,"i hope so too, good luck!"
encouraging,i hope things get better for you.
questioning,have you had your cat a long time?
sympathizing,"this is the worst, i can understand why you are mad, i'd be the same as you, argh im sorry"
acknowledging,exactly
questioning,"oh no, what did you buy?"
questioning,can't you just leave food out?
encouraging,i hope you find a better opportunity.
wishing,"i am sorry to hear that, i wish you luck!"
agreeing,"oh my goodness, that must have been embarrassing"
